,ReviewTitle,RestaurantAddress,RestaurantName,Review,Food,RestaurantReview,FoodReview,RestaurantFeature(spacy),FoodFeature(spacy),RestaurantFeature(vader),FoodFeature(vader)
806,Summer beans quinoa (Review2),Singapore,JAAN at Swissotel Singapore,Had a great experience at Jaan! Great food with fantastic view! We came here to celebrate a birthday and the birthday girl was surprised with a delicious chocolate cake!The dishes were executed perfectly! Almost too pretty to be eaten yet delicious :) Our favs were their signature eggs as well as the chocolate dessert 🥰,"cake,chocolate,chocolate cake,dessert,egg,eggs",had a great experience at jaan! great food with fantastic view! almost too pretty to be eaten yet delicious :),we came here to celebrate a birthday and the birthday girl was surprised with a delicious chocolate cake!the dishes were executed perfectly! our favs were their signature eggs as well as the chocolate dessert 🥰,"great,fantastic,pretty,eaten,delicious","came,celebrate,surprised,delicious,executed","great,fantastic,pretty,delicious,:)","celebrate,surprised,delicious,perfectly,🥰"
807,Sunday Folks,"44 Jalan Merah Saga, Singapore",Sunday Folks,-,,-,,,,,
808,Super in love with this Mimosa Cake.,"6 Scotts Road, Singapore",Lady M (Scotts Square),So good!!! 😍😋,,so good!!! 😍😋,,"good,😋",,"good,😍",
809,Surabaya ($10.90),"737 North Bridge Road, Singapore",Pondok Jawa Timur,Really good option for Indonesian food! The portions are just right and there’s a real good kick with the chili. (7.5/10),,really good option for indonesian food! the portions are just right and there’s a real good kick with the chili. (7.5/10),,"good,indonesian,right real",,good,
810,Surprisingly good food found in a Apple Shed.,Grove,Willie Smith's Apple Shed,"During the weekdays, they generally only serve drinks and some snacks. Over the weekend, they served main. Even before the chowder arrived on our table, the smell was OMG. Buttery aromatic captivated our appetite. The crisp toast soaked up the savory seafood stock. The roughly chopped up veg and big chucks of seafood made the entire dish so rustic and matched the theme of the apple shed. If you want to taste what the real apple pie should taste, this is THE place.","apple,pie,seafood,toast","during the weekdays, they generally only serve drinks and some snacks. over the weekend, they served main. even before the chowder arrived on our table, the smell was omg.","buttery aromatic captivated our appetite. the crisp toast soaked up the savory seafood stock. the roughly chopped up veg and big chucks of seafood made the entire dish so rustic and matched the theme of the apple shed. if you want to taste what the real apple pie should taste, this is the place.","generally serve,drinks,served,main,arrived,omg","buttery aromatic,captivated,crisp,soaked,roughly chopped,veg,big,entire,rustic,matched,want,taste,real",,captivated
811,Sushi,"6 Changi Business Park Avenue 1, Singapore",Mikawa Japanese Sake Bar & Restaurant,Tobiko & TamagoEnjoy!,,,tobiko & tamagoenjoy!,,tamagoenjoy,,
812,Sushi 🍣,"302 Tiong Bahru Road, Singapore",Sushiro,-,,-,,,,,
813,Sweet Roasted Rice Cakes ($9),"211 Hougang Street 21, Singapore",Two Cranes,The roasted rice cakes with caramelised sesame sauce were really fragrant.,"cake,cakes,rice,rice cake",,the roasted rice cakes with caramelised sesame sauce were really fragrant.,,"roasted,caramelised,fragrant",,
814,Sweet treats makes everyone happy *#aromagelato#starvingfoodseeker#burpple#hungrysquad#foodstarz#videomasak#phaat#foodbossindia#losangeleseats#eatingnyc#damien_tc#singaporeinsiders#thisisinsiderfood#jktfoodbang#exploreflavours#asiafoodporn#feedthepanda#foodie#dailyfoodfeed#thisisinsider#thisisinsiderfood,"68 Orchard Road, Singapore",aRoma (Plaza Singapura),-,,-,,,,,
815,Tai Dong Teochew Duck Rice [Price Varies],"49 Sims Place, Singapore",Tai Dong Teochew Duck Rice (Sims Vista Market & Food Centre),"I usually prefer duck rice that serves flavoured/yam rice doused in their thick braised sauce, like one of my favorites - He Ji Braised Duck Rice Noodle in West Coast. Tai Dong’s different as they only offer white rice as their carb, but it’s fab! Their braised sauce is very flavourful and not overly salty. Though the duck slices were not the most tender depending on the part you get, but they’re very thoroughly braised and tasty especially with the duck skin on! Of the sides, please make sure to get their addictive stewed cabbage. They were probably stewed for hours as they were so soft! We also loved the smooth braised bean curd, braised eggs and duck livers. If you need more braised sauce, pop back to the stall and they’d be happy to add on!","bean,bean curd,duck,duck livers,duck rice,egg,eggs,rice,stew,yam,yam rice","but it’s fab! their braised sauce is very flavourful and not overly salty. if you need more braised sauce, pop back to the stall and they’d be happy to add on!","i usually prefer duck rice that serves flavoured/yam rice doused in their thick braised sauce, like one of my favorites - he ji braised duck rice noodle in west coast. tai dong’s different as they only offer white rice as their carb, though the duck slices were not the most tender depending on the part you get, but they’re very thoroughly braised and tasty especially with the duck skin on! of the sides, please make sure to get their addictive stewed cabbage. they were probably stewed for hours as they were so soft! we also loved the smooth braised bean curd, braised eggs and duck livers.","fab,braised,flavourful,overly salty,need,pop,happy,add","usually prefer,serves,flavoured,doused,thick,braised,west,different,offer,white,tender,depending,thoroughly braised,sure,addictive,stewed,probably stewed,soft,loved,smooth","fab,stall,happy","like,favorites,sure,loved"
816,Tai Dong Teochew Duck Rice [Price Varies] (Review2),"49 Sims Place, Singapore",Tai Dong Teochew Duck Rice (Sims Vista Market & Food Centre),"I usually prefer duck rice that serves flavoured/yam rice doused in their thick braised sauce, like one of my favorites - He Ji Braised Duck Rice Noodle in West Coast. Tai Dong’s different as they only offer white rice as their carb, but it’s fab! Their braised sauce is very flavourful and not overly salty. Though the duck slices were not the most tender depending on the part you get, but they’re very thoroughly braised and tasty especially with the duck skin on! Of the sides, please make sure to get their addictive stewed cabbage. They were probably stewed for hours as they were so soft! We also loved the smooth braised bean curd, braised eggs and duck livers. If you need more braised sauce, pop back to the stall and they’d be happy to add on!","bean,bean curd,duck,duck livers,duck rice,egg,eggs,rice,stew,yam,yam rice","but it’s fab! their braised sauce is very flavourful and not overly salty. if you need more braised sauce, pop back to the stall and they’d be happy to add on!","i usually prefer duck rice that serves flavoured/yam rice doused in their thick braised sauce, like one of my favorites - he ji braised duck rice noodle in west coast. tai dong’s different as they only offer white rice as their carb, though the duck slices were not the most tender depending on the part you get, but they’re very thoroughly braised and tasty especially with the duck skin on! of the sides, please make sure to get their addictive stewed cabbage. they were probably stewed for hours as they were so soft! we also loved the smooth braised bean curd, braised eggs and duck livers.","fab,braised,flavourful,overly salty,need,pop,happy,add","usually prefer,serves,flavoured,doused,thick,braised,west,different,offer,white,tender,depending,thoroughly braised,sure,addictive,stewed,probably stewed,soft,loved,smooth","fab,stall,happy","like,favorites,sure,loved"
817,"Taiwanese home-grown brand, Truedan; formerly Jenjudan, is proud to announce the opening of its second outlet at Orchard Gateway on 14 September 2019.","1 Raffles Link, Singapore",Jenjudan (CityLink Mall),A new drink added to the menu: Brown Sugar Taro Milk (Consist of tiny Taro bits) $5.90In frame:- Brown Sugar Taro Milk- Thai Milk Tea- Oreo Brown Sugar Boba Milk- Earl Grey Milk Tea- Matcha with Red BeansLook at the cute limited edition Tote bag! Simply purchase a Taro drink to receive a free Tote bag! Or you can get it at $4.90~,,or you can get it at $4.90~,a new drink added to the menu: brown sugar taro milk (consist of tiny taro bits) $5.90in frame:- brown sugar taro milk- thai milk tea- oreo brown sugar boba milk- earl grey milk tea- matcha with red beanslook at the cute limited edition tote bag! simply purchase a taro drink to receive a free tote bag!,,"new,added,brown,taro,consist,tiny,milk-,thai,oreo,earl,grey,red,cute,limited,simply purchase,receive,free",,"cute,limited,free"
818,Tanuki Raw,Singapore,Tanuki Raw Bar,-,,-,,,,,
819,"Taroma, Hoi An",20-Nov-17,Eileen Ong,"🍽 Hoi An👉 Taroma Authentic Roaster📍 51 Nguyen Thai Hoc, Hoi An - Vietnam ~⏰ 09.00 - 21.00💰 Vietnamese Ice Coffee 39.000 vnd",,,"🍽 hoi an👉 taroma authentic roaster📍 51 nguyen thai hoc, hoi an - vietnam ~⏰ 09.00 - 21.00 💰 vietnamese ice coffee 39.000 vnd",,"👉,authentic,roaster,📍,thai,hoc,hoi,💰,vietnamese",,⏰
820,Tastes Better Than It Looks 😂 ,"896 Dunearn Road, Singapore",Kong Cafe,"Their menu is plastered all over their walls near the cashier, & I took some time to read through them. Eventually, I ordered the Scrambled Eggs on Sourdough Toast, which unfortunately is not available on its own. It's mandatory to order an add-on, which I think is quite a shame because I didn't actually want any of them - Hummus, Sausage, Homemade Chutney, Bacon.I decided on the sausage in the end, making my Scrambled Eggs on Sourdough Toast with Sausage $13.50 nett. This was served very quickly. It honestly doesn't look like much, but it tastes pretty good. The scrambled eggs are creamy & slightly runny, just the way I like them. I just admit that the sausage gives the dish saltiness in good proportion. The sliced sourdough bread was impressively toasted to perfection! Crust not too hard (still easy to bite into), & the soft part of the bread pillowy & fluffy.I do hope they consider putting just Scrambled Eggs on Sourdough Toast on its own on the menu. I'd frequent this place more often if they did.💳 Accepts credit cards🌬 Air-conditioned seats only📶 Free WiFi available💦 Water is not chargeable🙋🏻‍♀️ No service charge🚫 No GST","bread,cream,egg,eggs,sausage,scrambled egg,scrambled eggs,sourdough bread,toast,tuna","their menu is plastered all over their walls near the cashier, & i took some time to read through them. this was served very quickly. it honestly doesn't look like much, but it tastes pretty good. i'd frequent this place more often if they did. 💳 accepts credit cards🌬 air-conditioned seats only📶 free wifi available 💦 water is not chargeable🙋 🏻‍♀ ️ no service charge🚫 no gst","eventually, i ordered the scrambled eggs on sourdough toast, which unfortunately is not available on its own. it's mandatory to order an add-on, which i think is quite a shame because i didn't actually want any of them - hummus, sausage, homemade chutney, bacon. i decided on the sausage in the end, making my scrambled eggs on sourdough toast with sausage $13.50 nett. the scrambled eggs are creamy & slightly runny, just the way i like them. i just admit that the sausage gives the dish saltiness in good proportion. the sliced sourdough bread was impressively toasted to perfection! crust not too hard (still easy to bite into), & the soft part of the bread pillowy & fluffy. i do hope they consider putting just scrambled eggs on sourdough toast on its own on the menu.","plastered,took,read,served,honestly look,tastes,pretty good,frequent,💳,accepts,🌬,conditioned,📶,free,available,chargeable,🙋,️,🚫","ordered,scrambled,unfortunately available,mandatory,order,add,think,actually want,homemade,decided,making,sausage,creamy,slightly runny,admit,gives,dish,good,sliced,impressively toasted,hard,easy,bite,soft,pillowy fluffy,hope,consider,putting","honestly,like,pretty,good,💳,accepts,credit,free,🙋","unfortunately,shame,like,admit,good,impressively,perfection,hard,easy,hope"
821,Tasting Menu [$80],"10 Jalan Serene, Singapore",Fat Belly,"1. Starter trio -Consommé: clarified beef bone broth, scallion oil (scallion oil really brought out the flavor and enhanced the richness of the broth)Savory tart: truffle mascarpone, 24 aged air dried beef (one bite goodness!)Financier: duck fat, foie gras mousse, fleur de sel(Interesting combination of sweet and umami)2. Short ribs - potato pavé, chimichuri, crème fraîche, smoked sea salt 3. Char siew - ribbed fingers, wilted spinach (almost thought i was having pork! Beef was a tad too fatty for my liking but the meat was well charred) 4. The bikini - homemade Wagyu bak kwa, Moroccan spice, emmental (interesting choice of using bak kwa here, I found it quite sweet. Would have prefer a more intense flavor like smoky brisket or some form of pulled beef. Emmental is also a rather mild option to use for a bikini. Cheddar could have contrasted better with the bak kwa) Palate cleanser served here - lime granita (very refreshing) 5. Tri tip - Auskobe A1 Wagyu marble score 4-5 tri tip, pomme purée, burnt shallots, smoked eryngii mushrooms (surprisingly amazed at the texture and consistency of the meat, great execution of medium rare. My only complain is that they don’t carry any types mustard. They do however, sell homemade sauces at $4 each, including bordelaise, chimichurri, green peppercorn) 6. Sweet - pistachio, sour cherry, meringue (very similar texture to a panna cotta! Love the nutty and richness from the pistachio, great contrast with the sour cherries) You’d notice that most people are there for the Burpple 1-1 tasting menu. What is interesting to note is that none of the items on the tasting menu is actually from the ala carte menu. I must say that the tasting menu definitely packs a lot of value for the price (even without the Burpple deal) and the ala carte menu does look enticing to me for a revisit! On the ala carte menu, You will find items like duck rillettes with figs for starters, baked Camembert cheese, hand crafted ricotta and plum under starters. And this place certainly pride itself for its charcoal grill where you get the option of topping up $17 for a choice of side and dessert. Charcoal grill items range between $22 to $65, from a simple angus reserve 150 day grain fed flat iron steak to a more indulgent cut like the 400 day grain fed crossbred wagyu marble score 8/9 deckle or a Mayura signature marble score 9+ Wagyu tri tip.","bak kwa,beef,broth,cheese,corn,dessert,duck,duck rillette,foie gras,mascarpone,meat,meringue,mushroom,mushrooms,mustard,nut,panna cotta,peppercorn,pistachio,pork,potato,pulled beef,ribs,rice,ricotta,scallion,sea salt,shallots,spinach,starter,steak,tart,tea,truffle,wagyu,wagyu marble","1. -consommé: , i found it quite sweet. emmental is also a rather mild option to use for a bikini. palate cleanser served here - lime granita (very refreshing) 5. they do 6. you’d notice that most people are there for the burpple 1-1 tasting menu. what is interesting to note is that none of the items on the tasting menu is actually from the ala carte menu.","starter trio clarified beef bone broth, scallion oil (scallion oil really brought out the flavor and enhanced the richness of the broth)savory tart: truffle mascarpone, 24 aged air dried beef (one bite goodness!)financier: duck fat, foie gras mousse, fleur de sel(interesting combination of sweet and umami)2. short ribs - potato pavé, chimichuri, crème fraîche, smoked sea salt 3. char siew - ribbed fingers, wilted spinach (almost thought i was having pork! beef was a tad too fatty for my liking but the meat was well charred) 4. the bikini - homemade wagyu bak kwa, moroccan spice, emmental (interesting choice of using bak kwa here would have prefer a more intense flavor like smoky brisket or some form of pulled beef. cheddar could have contrasted better with the bak kwa) tri tip - auskobe a1 wagyu marble score 4-5 tri tip, pomme purée, burnt shallots, smoked eryngii mushrooms (surprisingly amazed at the texture and consistency of the meat, great execution of medium rare. my only complain is that they don’t carry any types mustard. however, sell homemade sauces at $4 each, including bordelaise, chimichurri, green peppercorn) sweet - pistachio, sour cherry, meringue (very similar texture to a panna cotta! love the nutty and richness from the pistachio, great contrast with the sour cherries) i must say that the tasting menu definitely packs a lot of value for the price (even without the burpple deal) and the ala carte menu does look enticing to me for a revisit! on the ala carte menu, you will find items like duck rillettes with figs for starters, baked camembert cheese, hand crafted ricotta and plum under starters. and this place certainly pride itself for its charcoal grill where you get the option of topping up $17 for a choice of side and dessert. charcoal grill items range between $22 to $65, from a simple angus reserve 150 day grain fed flat iron steak to a more indulgent cut like the 400 day grain fed crossbred wagyu marble score 8/9 deckle or a mayura signature marble score 9+ wagyu tri tip.","found,sweet,emmental,mild,use,palate,served,notice,interesting,note,tasting,actually ala","starter,clarified,brought,enhanced,broth)savory,tart,truffle,aged,dried,sel(interesting,sweet,short,crème,smoked,siew,ribbed,wilted,thought,having,charred,homemade,wagyu,moroccan,emmental,interesting,prefer,intense,smoky,pulled,contrasted,tri,pomme,burnt,surprisingly amazed,great,medium,rare,carry,sell,including,chimichurri,green,sour,similar,love,nutty,definitely packs,ala,look,enticing,find,baked,hcrafted,ricotta,certainly pride,topping,charcoal,range,simple,fed,flat,indulgent,crossbred,mayura","sweet,interesting","richness,sweet,liking,interesting,like,better,surprisingly,amazed,great,complain,love,definitely,value,hand,certainly,pride,cut"
822,Teh Tarik (part Of Coin Prata Set) ,"2 Jurong East Central 1, Singapore",Springleaf Prata Place (JCube),"My family found it too sweet but i tot it was okay. Meant to be sipped anyway since it's so hot. Has a bit of tartness, which i didnt mind",tart,my family found it too sweet but i tot it was okay. meant to be sipped anyway since it's so hot.,"has a bit of tartness, which i didnt mind","found,sweet,tot,okay,meant,sipped,hot",nt mind,"sweet,okay",
823,Tender Meat,"3014 Bedok Industrial Park East, Singapore",Urban Smokeshack,"Addictive and savoury on its own.Moments ago chosen this braised pork ribs, with baby potato & cherry tomato.Looking forward on next visit.","braised pork,cherry tomato,pork,pork rib,pork ribs,potato,ribs,tomato",addictive and savoury on its own. looking forward on next visit.,"moments ago chosen this braised pork ribs, with baby potato & cherry tomato.","addictive,looking","ago chosen,braised",,
824,Tenjin,"1 Scotts Road, Shaw Centre, Singapore",Tenjin,-,,-,,,,,
825,Teochew Handmade Pau,"127 Lorong 1 Toa Payoh, Singapore",Toa Payoh West Market & Food Centre,Teochew Handmade Pau潮洲自制包点# 02-02 Love their 扁肉包 (like mini kong bak pau) and char siew pau. Their pau is v soft and the amount of filling is just nice. Price ranges from $0.70-$1+,"char siew,kong bak,kong bak pau,rice",teochew handmade their pau is v soft and the amount of filling is just nice.,pau潮洲自制包点# 02-02 love their 扁肉包 (like mini kong bak pau) and char siew pau. price ranges from $0.70-$1+,"teochew,handmade,soft,nice","pau潮洲自制包点,love,mini",nice,"love,like"
826,Teochew Style BKT used to be from Yuhua Hawker Centre at Jurong East.,6-Sep-18,umakemehungry :),"➡️ Swipe for more pictures ➡️.📍Joo Siah Bak Koot TehLocation: Blk 349 Jurong East Avenue 1 # 01-1215, Singapore 600349.#sgeats #omyfoodie #foodblogger #singaporefood #igfoodie #sgfoodie #foodgasm #foodstamping #sgfood #foodoftheday #foodporn #burpple #foodspotting #stfood #igfood #instafood #openricesg #foodphotography #8dayseatout #instasg #umakemehungry #TSLMakan #foodblogs #nomnomnom #yelpsg #bkt #jurongeast #je #joosiahbakkootteh","bakkootteh,pho,rice","➡️ swipe for more pictures ➡️. 📍 blk 349 jurong east avenue 1 # 01-1215, singapore 600349.                            ",joo siah bak koot tehlocation: ,"➡,📍,jurong","siah,koot",,
827,Teriyaki Grilled Salmon,10-Mar-18,Jackie They,Homecooked in 10minutes,nut,,homecooked in 10minutes,,homecooked,,
828,Terung sambal and sayur lodeh.,"8 Ann Siang Hill, Singapore",Belimbing Superstar,The sambal could have had more punch to it but still no complaints as they serve a mean sambal belacan here. The lodeh was a tad too salty. The Chap Chye here is legit. Forgot to take a shot of it though.,,the sambal could have had more punch to it but still no complaints as they serve a mean sambal belacan here. the lodeh was a tad too salty. forgot to take a shot of it though.,the chap chye here is legit.,"serve,mean,sambal,belacan,salty,forgot",legit,complaints,
829,Thai Kway Chap,4d ago,Jaslyn Shannen Sim,-,,-,,,,,
830,"Thai Tea-ramisu•My dear Thai Tea-ramisu, oh so I’ve missed you.","8 Sentosa Gateway, Singapore",Tangerine,"What a splendor ending to my experience at Tangerine with Chef @iankittichai Thai rendition of the classic tiramisu dessert. It comes in the form of a cube with icy cold Thai tea within, drenched in Thai milk tea sauce that elevates the dessert to a totally new level, certainly one that will leave you feeling Sabai sabai and thanking him with a sawadeekrup!!•Tangerine is located in ESPA, Level 1 at Resorts World Sentosa. It is open from Wednesday to Sunday, for lunch from 12pm to 2.30pm; and for dinner from 6pm to 10pm. Lunch sets are available at $48++ (3-course) and $58++ (4-course) and dinner, at $68++ (4-course) and $88++ (5-course). Reservations are strictly required and can be made via (65) 6577 6336 or [email protected] For more information, visit www.rwsentosa.com/tangerine.•[Tasting] #singaporefood #singaporefoodies #sgfood #eatoutsg #exploresg #sgfoodstagram #foodhunting #singaporefood #sgfoodguide #exploreflavours #igfood #instafood #instafoodsg #burpple #FoodPics #foodphotography #WhereKarlEats #stfoodtrending #sgfoodies #sgfoodblogger #sgfinedining #beautifulcuisine #ComeForFood #rwsdiningartisans #rwsentosa #rwsmoments #thaifood #tangerinerws #thaidessert #thaimilktea","dessert,milk,milk tea,milktea,pho,saba,tangerine,tea,thaidessert,thaimilktea,tiramisu","it is open from wednesday to sunday, for lunch from 12pm to 2.30pm; and for dinner from 6pm to 10pm. lunch sets are available at $48++ (3-course) and $58++ (4-course) and dinner, at $68++ (4-course) and $88++ (5-course). reservations are strictly required and can be made via (65 ) 6577 6336 or [email protected]","what a splendor ending to my experience at tangerine with chef  thai rendition of the classic tiramisu dessert. it comes in the form of a cube with icy cold thai tea within, drenched in thai milk tea sauce that elevates the dessert to a totally new level, certainly one that will leave you feeling sabai sabai and thanking him with a sawadeekrup!!•tangerine is located in espa, level 1 at resorts world sentosa. for more information, visit www.rwsentosa.com/tangerine.•[tasting]                              ","open,available,48++,strictly required,protected","ending,thai,classic,comes,cold,drenched,elevates,totally new,certainly leave,thanking,located,espa,visit",protected,"splendor,certainly,feeling"
831,Thai Wanton Noodles $8.45,"10 North Canal Road, Singapore",Kin Moo (North Canal Road),"The best kind of wanton mee is the kind that’s slicked in lard and bits of fried garlic. Kin Moo’s comes with 2 slices of fatty char siew and 2 large wantons. Of note is the peppery soup with a large slice of daikon that lends its natural sweetness to it.Overall, its tasty, but for this price it’s not much.Taste: 3/5","char siew,lard,rice,wanton,wanton mee","of note is the peppery soup with a large slice of daikon that lends its natural sweetness to it. overall, its tasty, taste: 3/5",the best kind of wanton mee is the kind that’s slicked in lard and bits of fried garlic. kin moo’s comes with 2 slices of fatty char siew and 2 large wantons. but for this price it’s not much.,"large,lends,natural","best,slicked,fried,comes,fatty,large","natural,sweetness","best,kind"
832,Thank Kway Chap,"17A Lorong Liput, Singapore",Yaowarat Thai Kway Chap (Holland Village),-,,-,,,,,
833,Thanks @heapwellsuperfoods for sending this matcha powder from Melbourne *So much 💚💚💚*#carolmel#carolmalcafe#caromelcafesg#carol_mel_cafe#latteart#burpple#podcult#hobikopi#anakkopi#latteartist#baristadaily#coffeeuniverse#manmakecoffee#thecoffeefusion#thecoffeestation#alternativebrewing#masfotokopi#mbakfotokopi#latteartgram#videomasak#coffeegical#madaboutbrew#freepouring,"1 Irving Place, Singapore",Carol Mel Cafe,-,,-,,,,,
834,"The Early Fatback: Baja Fish (tempura tooth fish with pico de gallo & pickled shallots, chipotle mayo, flour tortilla) from El Mero Mero (@elmeromerosg).","30 Victoria Street, Singapore",El Mero Mero,-,,-,,,,,
835,"The Early Fatback: Broiled Sea Scallops from Morton's The Steakhouse, Mandarin Oriental Singapore (@mo_singapore).","5 Raffles Avenue, Singapore",Morton's The Steakhouse,-,,-,,,,,
836,"The Early Fatback: Gordita (Mexican corn gordita, frijoles, salsa roja, heirloom vegetables) from El Mero Mero, CHIJMES (@elmeromerosg).","30 Victoria Street, Singapore",El Mero Mero,-,,-,,,,,
837,"The Early Fatback: Piquillos Rellenos de Brandada de Bacalao from TXA Pintxo Bar, a new concept at the iconic Alkaff Mansion which specialises in pintxos from the Basque Country (@txa.pintxobar).","10 Telok Blangah Green, Singapore",TXA Pintxo Bar,-,,-,,,,,
838,The Early Fatback: Très Berries souffle pancake from Antoinette (@antoinette_sg).,"30 Penhas Road, Singapore",Antoinette (Penhas Road),-,,-,,,,,
839,"The Great Wine & Dine Festival•If you are looking to enjoy wine and food today, head down to The Great Wine & Dine Festival that’s happening from 10 Oct to 12 Oct (today) til 10pm at Resort World Sentosa!","8 Sentosa Gateway, Singapore",Resorts World Sentosa,"More than 400 wine and sake labels will be featured at the event, including nominees from the Inaugural Wine Pinnacle Awards.•Apart from wines, sink your teeth into some exclusive gourmet food from celebrity chefs restaurants such as Fratelli Trattoria, Teppan by Chef Yonemura and Michelin-starred @restaurant.table65 , and the first ever pop-up of LA’s cult favorite @lobsterdamus, popular for its lobster truffle fries and half-grilled lobster with garlic noodles.•Today will be the last day of event from 11am to 10pm. You can visit https://thegreatfestival.sg/ticketing.html to purchase the tickets and there will be 1-for-1 deal for Standard Pass if you pay with MasterCard. It will be free entry for RWS members.•[Media Invite] #singaporefood #singaporefoodies #sgfood #eatoutsg #exploresg #sgfoodstagram #foodhunting #singaporefood #sgfoodguide #exploreflavours #igfood #instafood #instafoodsg #burpple #FoodPics #foodphotography #WhereKarlEats #stfoodtrending #sgfoodies #sgfoodblogger #michelinguide #sgfinedining #beautifulcuisine #hungrygowhere #ComeForFood #rwsdiningartisans #rwsentosa #rwsmoments #TGWDF #wineanddine","fries,lobster,lobster truffle,noodle,noodles,pho,truffle,wine",you can visit https://thegreatfestival.sg/ticketing.html to purchase the tickets and there will be 1-for-1 deal for standard pass if you pay with mastercard. it will be free entry for rws members.•[media invite]                              ,"more than 400 wine and sake labels will be featured at the event, including nominees from the inaugural wine pinnacle awards.•apart from wines, sink your teeth into some exclusive gourmet food from celebrity chefs restaurants such as fratelli trattoria, teppan by chef yonemura and michelin-starred .table65 , and the first ever pop-up of la’s cult favorite , popular for its lobster truffle fries and half-grilled lobster with garlic noodles.•today will be the last day of event from 11am to 10pm.","visit,purchase,standard,pay,free","featured,including,inaugural,sink,exclusive,fratelli,yonemura,starred,favorite,popular,grilled,garlic","pay,free,invite","exclusive,favorite,popular"
840,The Other Room,"320 Orchard Road, Singapore",The Other Room,-,,-,,,,,
841,"The Snowskin Mooncake from @InterconSin uses the premium tea from Ronnefeldt and it happens to be one of the Mrs fav tea brands, something I found out when we got married.",Singapore,Singapore,"She has her own stash of Ronnefeldt tea that costs almost $1 a tea bag! Anyway, the Snowskin mooncake uses the ambrosial infusions tea and it is rather good. If you wanna read more, go to https://mooncake.world I’m compiling some of the mooncakes tasted there! There is a flash sale this weekend by Man Fu Yuan, InterContinental Singapore. The prices are really attractive!","cake,cakes,infusions tea,mooncake,mooncakes,rice,tea",,"she has her own stash of ronnefeldt tea that costs almost $1 a tea bag! anyway, the snowskin mooncake uses the ambrosial infusions tea and it is rather good. if you wanna read more, go to https://mooncake.world i’m compiling some of the mooncakes tasted there! there is a flash sale this weekend by man fu yuan, intercontinental singapore. the prices are really attractive!",,"costs,uses,ambrosial,good,wanna read,compiling,tasted,intercontinental,attractive",,"good,fu,attractive"
842,The Yin Yang at @pimpambyfoc courtesy of newly weds @leannerobers and @instanantg,"442 Orchard Road, Singapore",FOC PIM PAM,-,,-,,,,,
843,"The beef didn’t have any unpleasant, bloody stench but was rather bland.","14 Scotts Road, Singapore",Biseryu Japanese Cuisines,"Felt that it could definitely use a little more seasoning though the garlic chips definitely did help to enhance the flavours a little. Also, the beef was a tad too chewy for my liking....#burpple #burpplesg #biseryu #burpplebeyond #steak #japanesecuisine #whati8todaysg #whati8today #sgeats #eatmoresg #instafood_sg #singaporefoodlisting #sgfoodblogger #sgfoodies #sgfood #sgfoodhunt #sgfoodhunter #sgfoodtrend #myfooddiary #sgfooddiary #sgcafe #sgcafefood #sgcafehopping #foodforfoodie #foodforfoodies #foodexplorer #foodreviewsMR #singaporeeats #hungryalreadyeats #singaporeinsiders","beef,steak,tea",felt that it could definitely use a little more seasoning though the garlic chips definitely did help to enhance the flavours a little.,"also, the beef was a tad too chewy for my liking....                             ","felt,definitely use,little,garlic,definitely help,enhance",chewy,"definitely,help",liking
844,The best cheese tarts I've tried so far @tokyosecretmy*Thanks @blancheeze & @cliffton_jt *#tokyosecretmy#starvingfoodseeker#burpple#hungrysquad#foodstarz#videomasak#phaat#foodbossindia#losangeleseats#eatingnyc#damien_tc#singaporeinsiders#thisisinsiderfood#jktfoodbang#exploreflavours#asiafoodporn#feedthepanda#foodie#dailyfoodfeed#thisisinsider#thisisinsiderfood,Singapore,Singapore,-,,-,,,,,
845,The best pho we had in Melbourne.,Springvale,Hung Vuong Saigon Pho,"For a longest time, we were told that Australia had one of the best viet food. Finally we had a chance of Aus viet food. Visited by many locals. Two giant menu with English translation. Sitting shoulder to shoulder with strangers. Signs of a good AISAN restaurant - long Q outside during lunch, old people willing to Q up and super tiny tables. ..Now let’s come to the broth. Sweet light and savory. It tasted so so good. Right amount of beefiness right amount of savoriness. The constant flow of customers ensure the good quality meat. I highly recommend THE SPECIAL! ..I found pho in both viet and melb. Because of the cheap and high quality beef in Aus, this place surely served way better pho.","beef,broth,meat,pho","for a longest time, we were told that australia had one of the best viet food. finally we had a chance of aus viet food. visited by many locals. two giant menu with english translation. sitting shoulder to shoulder with strangers. signs of a good aisan restaurant - long q outside during lunch, old people willing to q up and super tiny tables. .. sweet light and savory. it tasted so so good. i highly recommend the special! ..","now let’s come to the broth. right amount of beefiness right amount of savoriness. the constant flow of customers ensure the good quality meat. i found pho in both viet and melb. because of the cheap and high quality beef in aus, this place surely served way better pho.","longest,told,best,aus,visited,giant,english,sitting,shoulder,good,aisan,old,willing,q,super,tiny,sweet,light,tasted,highly recommend,special","let,come,right,beefiness,constant,ensure,good,found,cheap,high,surely served,better","best,chance,good,super,sweet,recommend,special","ensure,good,surely,better"
